Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
Central Eolica Caititu S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eolica;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14570861000209 ;
Central Eolica Coqueirinho S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eolica;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14570819000280 ;
Central Eolica Coqueirinho S/A;;;INDÚSTRIAS EXTRATIVAS;;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14570819000107 ;
Central Eolica Corrupiao S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eolica;;BRASIL;BAHIA;Caetite;Av Santana, 253;S/N;Centro;;46400-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14570800000233 ;
Central Eolica Inhambu S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eolica;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14572367000275 ;
Central Eolica Tamandua Mirim S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eolica;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14571068000216 ;
Central Eolica Tamandua Mirim S/A;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14571068000135 ;
Central Eolica Teiu S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eolica;;BRASIL;BAHIA;Pindai;Fazenda Pau Ferro, S/N;S/N;Zona Rural;;46360-000;(71) 3404-3060 ;  ;; ;fiscal@ferbasa.com.br; ; ;;;;; 14570839000250 ;
Ceramica Celinni Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de argila;;BRASIL;BAHIA;Buerarema;Estrada Buerarema/Pontal, S/N;S/N;Zona Rural;;45615-000;(73) 98885-1434 ; (73) 99982-8879 ;; ;ceramicacelinni.vendas@gmail.com; ; ;;;;; 42011734000116 ;
Cesar Aurindo da Silva Meireles;;;INDÚSTRIAS EXTRATIVAS; Recolhimento de materiais reciclaveis para tratamento;;BRASIL;BAHIA;Feira de Santana;Estrada Velha de Sao Goncalo, 1502;S/N;Tomba;;44092-734;(75) 99221-8830 ;  ;; ;cesarmeireles.o@gmail.com; ; ;;;;; 19968972000100 ;
Cetrel S/A;;;INDÚSTRIAS EXTRATIVAS; Tratamento e disposicao de residuos perigosos e nao-perigosos;;BRASIL;BAHIA;Camacari;Rua Oxigenio, 1099;S/N;Polo Petroquimico;;42810-270;(71) 3634-6850 ;  ;; ;crd@cetrel.com.br; ; ;;;;; 14414973000262 ;
Cetrel S/A;;;INDÚSTRIAS EXTRATIVAS; Captacao, tratamento e distribuicao de agua;;BRASIL;BAHIA;Camacari;Rua Amonia, S/N;S/N;Polo Petroquimico;;42810-340;(71) 3634-6850 ;  ;; ;crd@cetrel.com.br; ; ;;;;; 14414973000858 ;
Cetrel S/A;;;INDÚSTRIAS EXTRATIVAS; Servico de monitoramento de ar, recursos hidricos e oceanograficos;www.cetrel.com.br;BRASIL;BAHIA;Camacari;Via Atlantica, Km 09 Interligacao Est do Coco/Polo, S/N;S/N;Polo Petroquimico;;42810-000;(71) 3634-6810 ; (71) 3634-6899 ;; ;comercial@cetrel.com.br; ; (71) 3634-9800;;;;; 14414973000181 ;
Chame Pedreira Eireli - EPP;;;INDÚSTRIAS EXTRATIVAS; Extracao de areia;;BRASIL;BAHIA;Itabuna;Rod BR-101 Km 512, S/N;S/N;Jacana;;45608-401;(73) 3215-2185 ; (73) 2103-0250 ;; ;chamepedreira@hotmail.com; ; ;;;;; 10466758000173 ;
Chaves Sousa Extracao e Comercio de Saibro Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de argila;;BRASIL;BAHIA;Itagimirim;Av 13 de Maio, 31;S/N;Centro;;45850-000;(73) 98113-5670 ; (73) 98874-6084 ;; ;aristonfilito@hotmail.com; ; (73) 99909-9636;;;;; 19364644000197 ;
Cia de Ferro Ligas da Bahia Ferbasa;;;INDÚSTRIAS EXTRATIVAS; Lump;www.ferbasa.com.br;BRASIL;BAHIA;Campo Formoso;Fazenda Pedrinhas, S/N;S/N;Sede;;44790-000;(74) 3645-4900 ;  ;; ;; ; ;;;;; 15141799000375 ;
Cia de Ferro Ligas da Bahia-Ferbasa;;;INDÚSTRIAS EXTRATIVAS; Minerio de cromo concentrado;www.ferbasa.com.br;BRASIL;BAHIA;Andorinha;Fazenda Ipueira, S/N;S/N;Sede;;48990-000;(74) 3529-5900 ;  ;; ;arnaldo@ferbasa.com.br; ; ;;;;; 15141799004362 ;
Cicloteo Reciclagem Ltda;;;INDÚSTRIAS EXTRATIVAS; Servico de coleta, transporte, descontaminacao e reciclagem de  lampadas, eletronicos, pilhas, baterias;www.cicloteo.com.br;BRASIL;BAHIA;Simoes Filho;Via Dica Anel III, 1012;S/N;CIA Sul;;43700-000;43700-000;;; ;cicloteo@cicloteo.com.br; ;;;;;; 12711855000100 ;
Ciemil Comercio Industria e Exportacao de Minerios Ltda;;;INDÚSTRIAS EXTRATIVAS; Diatomita (terra diatomacea);www.ciemil.com.br;BRASIL;BAHIA;Vitoria da Conquista;Rua B Quadra K Lotes 4/5, S/N;S/N;Distrito Industrial Imbores;;45089-410;(77) 2101-1999 ;  ;; ;ciemil@ciemil.com.br; ; ;;;;; 13860192000158 ;
Civil Industrial e Comercial Ltda;;;INDÚSTRIAS EXTRATIVAS; Areia de brita;www.civil.com.br;BRASIL;BAHIA;Salvador;Rod Base Naval de Aratu Km 1,5, S/N;S/N;Piraja;;40810-010;(71) 3215-8080 ; (71) 3215-8065 ;; ;pedreira@civil.com.br; ; ;;;;; 15120702000500 ;
Clear Water Solucoes Ambientais Ltda;;;INDÚSTRIAS EXTRATIVAS; Captacao, tratamento e distribuicao de agua;www.clearwater.eco.br;BRASIL;BAHIA;Lauro de Freitas;Rua Gilvan Fernandes, 188;S/N;Recreio Ipitanga;;42700-530;(71) 3028-0038 ;  ;; ;financeiro@clearwater.eco.br; ; ;;;;; 20367121000183 ;
Coelho e Froza Mineracao Eireli;;;INDÚSTRIAS EXTRATIVAS; Areia;;BRASIL;BAHIA;Caetite;Fazenda Palmeira, BR-030 Km 202,5, S/N;S/N;Distrito Santa Luzia;;46400-000;(77) 99148-6356 ; (77) 99994-9102 ;; ;alvinofroza@gmail.com; ; ;;;;; 26804955000195 ;
Coimbra Comercio e Industria Ltda;;;INDÚSTRIAS EXTRATIVAS; Areia;;BRASIL;BAHIA;Pojuca;Fazenda Sitio, S/N;S/N;Zona Rural;;48120-000;(71) 99919-5371 ;  ;; ;ddcoimbra@gmail.com; ; ;;;;; 15621402000180 ;
Combrasil Mineracao Industria e Comercio Ltda;;;INDÚSTRIAS EXTRATIVAS; Brita;www.britaboa.com.br;BRASIL;BAHIA;Paulo Afonso;Distrito Povoado de Acude, S/N;S/N;Perpetuo Socorro;;48603-970;(75) 99294-0026 ; (71) 99357-0058 ;; ;andre.fernandes@britaboa.com.br; ; (75) 99294-0025;;;;; 14021605000173 ;
Comercial de Residuo Carneiro Beneficiamento e Reciclagem Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos perigosos;www.residuoscarneiro.com.br;BRASIL;BAHIA;Feira de Santana;Rod BR-324 Km 100, S/N;S/N;CIS;;44096-486;(75) 3623-3047  ; (75) 3223-8772 ;; ;comercialrc@gmail.com; ; ;;;;; 05474428000190 ;
Comercial Melo Material para Construcao e Transporte Ltda;;;INDÚSTRIAS EXTRATIVAS; Areia;;BRASIL;BAHIA;Itambe;Rodovia BA-263 Km 47, S/N;S/N;Zona Rural;;45140-000;(77) 3424-4040 ;  ;; ;afonsoperio@gmail.com; ; ;;;;; 13269171000162 ;
Comercio de Granitos Atlanta Eireli;;;INDÚSTRIAS EXTRATIVAS; Granito, porfiro, basalto, arenito e outras pedras de cantaria ou de construcao;;BRASIL;BAHIA;Teixeira de Freitas;Via de Distribuicao D-8 Quadra E, S/N;S/N;Distrito Industrial;;45995-970;(73) 3665-1052 ;  ;; ;contato@granitosdafabrica.com.br; ; ;;;;; 11704279000100 ;
Comlurb - Coleta de Materiais e Limpeza Urbana Eireli - EPP;;;INDÚSTRIAS EXTRATIVAS; Tratamento de residuos hospitalares;www.grupoladeia.com.br;BRASIL;BAHIA;Vitoria da Conquista;Distrito Industrial dos Imbores, S/N;S/N;Lagoa das Flores;;45007-070;(77) 3421-1514 ;  ;; ;financeiro@grupoladeia.com.br; ; ;;;;; 11367499000196 ;
Compacta Limpeza Urbana Publica e Privada Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos nao-perigosos;;BRASIL;BAHIA;Riacho de Santana;Rua Getulio Vargas, 260;S/N;Centro;;46470-000;(77) 99917-5693 ; (77) 3457-2257 ;; ;celiocariri@bol.com.br; ; (77) 3457-2259;;;;; 10487581000191 ;
Companhia Brasileira de Bentonita Ltda;;;INDÚSTRIAS EXTRATIVAS; Bentonita;www.cbb.ind.br;BRASIL;BAHIA;Vitoria da Conquista;Estrada Faz Santa Helena , S/N;S/N;Zona Rural;;45104-000;(77) 3402-4094 ;  ;; ;roberto.lazzari@clariant.com; ; ;;;;; 04885978000139 ;
Companhia de Eletricidade do Estado da Bahia - Coelba;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de energia eletrica;www.coelba.com.br;BRASIL;BAHIA;Salvador;Av Edgard Santos, 300;S/N;Cabula VI;;41181-900;(71) 3370-5516 ; (71) 3370-5437 ;; ;mariella.braga@neoenergia.com; ; ;;;;; 15139629000194 ;
Companhia de Engenharia Hidrica e de Saneamento da Bahia - CERB;;;INDÚSTRIAS EXTRATIVAS; Broca;www.cerb.ba.gov.br;BRASIL;BAHIA;Vitoria da Conquista;Rua G, Distrito Industrial dos Imbores, S/N;S/N;Exposicao;;45089-420;(77) 3424-3297 ; (77) 3424-2969 ;; ;nucleo.conquista@cerb.ba.gov.br; ; ;;;;; 13529136001298 ;
Companhia de Engenharia Hidrica e de Saneamento da Bahia - CERB;;;INDÚSTRIAS EXTRATIVAS; Captacao, tratamento e distribuicao de agua;;BRASIL;BAHIA;Senhor do Bonfim;Rod Lomanto Junior Km 104, S/N;S/N;Sede;;48970-000;(74) 3541-4086 ; (74) 3541-4096 ;; ;douglasiosilva@yahoo.com.br; ; ;;;;; 13529136000992 ;
Companhia de Engenharia Hidrica e de Saneamento da Bahia CERB;;;INDÚSTRIAS EXTRATIVAS; Manutencao e instalacao de poco artesiano;www.cerb.ba.gov.br;BRASIL;BAHIA;Santa Maria da Vitoria;Rua Teixeira de Freitas, S/N;S/N;Centro;;47640-000;(77) 3483-4424 ; (77) 3483-4525 ;; ;nucleo.smvitoria@cerb.ba.gov.br; ; ;;;;; 13529136000569 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Camacari;Via Axial, 279;S/N;Polo Petroquimico;;42810-400;(71) 3206-6100 ;  ;; ;ferraz@bahiagas.com.br; ; ;;;;; 34432153000391 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Itabuna;Rodovia BR-415, S/N;S/N;Centro Indl de Itabuna;;45609-005;(71) 3206-6001 ;  ;; ;ferraz@bahiagas.com.br; ; ;;;;; 34432153000804 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Mucuri;Av Minas Gerais, 266;S/N;Centro;;45936-000;(71) 3206-6001 ;  ;; ;ferraz@bahiagas.com.br; ; ;;;;; 34432153000987 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Eunapolis;Rua Conselheiro Luiz Viana, 373;S/N;Centro;;44820-131;(71) 3206-6001 ;  ;; ;ferraz@bahiagas.com.br; ; ;;;;; 34432153001010 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Salvador;Av Professor Magalhaes Neto, 1838;S/N;Pituba;;41810-012;(71) 3206-6006 ; (71) 3206-6001 ;; ;ferraz@bahiagas.com.br; ; ;;;;; 34432153000120 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Salvador;Rua Edistio Ponde, S/N;S/N;Stiep;;41770-395;(71) 3206-6001 ;  ;; ;ferraz@bahiagas.com.br; ; ;;;;; 34432153000472 ;
Companhia de Gas da Bahia - Bahiagas;;;INDÚSTRIAS EXTRATIVAS; Distribuicao de gas natural canalizado;www.bahiagas.com.br;BRASIL;BAHIA;Feira de Santana;Rua C, Estrada Pau Pombo, S/N;S/N;Subae;;44096-000;(71) 3206-6025 ; (71) 3206-6000 ;; ;ferraz@bahiagas.com.br; ; (71) 3206-6013;;;;; 34432153000553 ;
Companhia Energetica Candeias;;;INDÚSTRIAS EXTRATIVAS; Energia termoeletrica;www.candeiasenergia.com.br;BRASIL;BAHIA;Candeias;Via Matoim, S/N;S/N;Distrito Industrial;;43813-000;(71) 3555-5950 ; (71) 3273-5300 ;; ;lydianearaujo@sec-termoeletrica.com.br; ; (71) 3555-5985;;;;; 10508162000199 ;
Companhia Hidro Eletrica do Sao Francisco;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;www.chesf.gov.br;BRASIL;BAHIA;Senhor do Bonfim;Rod Lomanto Junior BR-407 Km 124, S/N;S/N;Zona Rural;;48970-000;(74) 3541-4359 ; (71) 3281-2130 ;; ;karlamb@chesf.gov.br; ; (81) 3229-2901;;;;; 33541368001864 ;
Companhia Hidro Eletrica do Sao Francisco;;;INDÚSTRIAS EXTRATIVAS; Transmissao de energia eletrica;;BRASIL;BAHIA;Ibicoara;Rodovia BA-900, S/N;S/N;Zona Rural;;46760-000;(71) 3281-2201 ;  ;; ;; ; ;;;;; 33541368001600 ;
Companhia Hidro Eletrica do Sao Francisco;;;INDÚSTRIAS EXTRATIVAS; Producao (geracao) de energia eletrica - inclusive producao integrada;www.chesf.gov.br;BRASIL;BAHIA;Salvador;Av Sao Rafael, S/N;S/N;Sao Marcos;;41253-190;(71) 3281-2101 ; (71) 3281-2174 ;; ;karlamb@chesf.gov.br; ; (71) 3281-2130;;;;; 33541368000469 ;
Companhia Hidro Eletrica do Sao Francisco - Chesf;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;www.chesf.gov.br;BRASIL;BAHIA;Jequie;Estrada da Barragem das Pedras, S/N;S/N;Km 4;;45208-440;(73) 3525-2071 ; (71) 3281-2133 ;; ;csouza@chesf.gov.br; ; (71) 3281-2130;;;;; 33541368026000 ;
Companhia Hidro Eletrica do Sao Francisco - Chesf;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;www.chesf.gov.br;BRASIL;BAHIA;Ubaitaba;Rod BR-330 Km 810 Acampamento Funil, S/N;S/N;Rio das Contas;;45545-000;(71) 3281-2201 ; (71) 3281-2133 ;; ;csouza@chesf.gov.br; ; (71) 3281-2130;;;;; 33541368021113 ;
Conterp Consultoria e Servicos de Engenharia de Petroleo;;;INDÚSTRIAS EXTRATIVAS; Manutencao industrial;www.conterp.com.br;BRASIL;BAHIA;Catu;Rua Parque Santo Antonio, S/N;S/N;Fleming;;48110-000;(71) 3451-3322 ;  ;; ;atendimento@conterp.com.br; ; ;;;;; 04487080000102 ;
Cooglap-Coop Mista de Garimpeiros, Lapidarios e Agropecuaristas do Mun de Licinio de Almeida;;;INDÚSTRIAS EXTRATIVAS; Extracao de cristal, ametista e citrino;;BRASIL;BAHIA;Licinio de Almeida;Praca Angelo Brito, S/N;S/N;Centro;;46335-000;(77) 99195-1899 ; (77) 99196-7381 ;; ;cooglap@bol.com.br; ; ;;;;; 05749294000172 ;
Coop de Trabalho dos Catadores de Materiais Reciclaveis de Malhada - COOTRAM;;;INDÚSTRIAS EXTRATIVAS; Cobre;;BRASIL;BAHIA;Malhada;Rua Jose de Castro, 15;S/N;Centro;;46440-000;(77) 99868-2405 ;  ;; ;robson@zeusmineracao.com; ; ;;;;; 24953147000164 ;
Coop Mista Extrativista Mineral de Mineradores e Garimpeiros de Feldspato e Outras Subst Minas Bahia;;;INDÚSTRIAS EXTRATIVAS; Quartzo;;BRASIL;BAHIA;Novo Horizonte;Rua Boa Esperanca, 30;S/N;Zona Rural;;46730-000;(77) 3248-1226 ; (74) 99124-8102 ;; ;osmarcampoformoso@yahoo.com; ; ;;;;; 03991408000403 ;
Cooperativa Comunitaria dos Garimpeiros Autonomos da Bahia;;;INDÚSTRIAS EXTRATIVAS; Pedra preciosa - Esmeralda (molibdenio);;BRASIL;BAHIA;Pindobacu;Av Petrolina, S/N;S/N;Serra da Carnaiba;;44770-000;(74) 99116-5786  ;  ;; ;ccgacaldas@gmail.com; ; ;;;;; 10312094000198 ;
Cooperativa de Coleta Seletiva, Procesamento de Plastico e Protecao Ambiental - CAMAPET;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;;BRASIL;BAHIA;Salvador;Rua Santos Titara, 22;S/N;Massaranduba;;40435-480;(71) 3313-5542 ; (71) 98791-2955 ;; ;camapet@gmail.com; ; (71) 98791-3176;;;;; 07293479000140 ;
Cooperativa de Reciclagem Uniao Nazare;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;;BRASIL;BAHIA;Salvador;Ladeira da Independencia, 57;S/N;Nazare;;40040-340;(71) 98856-0270 ; (71) 3321-3811 ;; ;cristianokma@hotmail.com; ; ;;;;; 11271069000176 ;
Cooperativa de Trabalho de Reciclagem Plastica da Bahia - Cooperplastico Bahia;;;INDÚSTRIAS EXTRATIVAS; Reciclagem de plastico;;BRASIL;BAHIA;Simoes Filho;Via Universitaria, 1030;S/N;CIA I;;43700-000;(71) 3396-1215 ;  ;; ;cooperplastico@gmail.com; ; ;;;;; 09347175000144 ;
Cooperativa dos Extratores e Garimpeiros de Quartzo e Feldespato da Bahia;;;INDÚSTRIAS EXTRATIVAS; Quartzo;;BRASIL;BAHIA;Castro Alves;Rua Dr Osvaldo Campos, 80;S/N;Centro;;44500-000;(75) 3522-1146 ; (75) 98116-8964 ;; ;coofelba@globomail.com; ; ;;;;; 10745049000127 ;
Cooperativa dos Garimpeiros de Novo Horizonte;;;INDÚSTRIAS EXTRATIVAS; Extracao de barita;;BRASIL;BAHIA;Novo Horizonte;Rua Jose Castorino de Abreu, 111;S/N;Centro;;43730-000;(77) 3648-1213 ;  ;; ;coopeganh@yahoo.com.br; ; ;;;;; 13215054000116 ;
Cooperativa dos Mineradores de Pequena Escala de Ourolandia e Regiao - Coompor Marmores;;;INDÚSTRIAS EXTRATIVAS; Extracao de marmore;;BRASIL;BAHIA;Ourolandia;Estrada BA-368 Km 400, S/N;S/N;Zona Rural;;44718-000;(74) 98115-0756 ;  ;; ;coompor.marmores@gmail.com; ; ;;;;; 08981444000167 ;
Coopercicli Cooperativa de Trabalho de Coleta Seletiva dos Catadores de Caetite;;;INDÚSTRIAS EXTRATIVAS; Beneficiamento de material reciclavel (papelao, ferro, garrafa pet);;BRASIL;BAHIA;Caetite;Travessa Cassemiro de Abreu, 19;S/N;Ovidio Teixeira;;46400-000;(77) 3454-2409 ;  ;; ;coopercicli@hotmail.com; ; ;;;;; 11196604000171 ;
Coopermineral - Coop de Trabalho dos Mineradores do Estado da Bahia;;;INDÚSTRIAS EXTRATIVAS; Extracao e beneficiamento de granito, quartzo, pedra preciosa e semi preciosa;;BRASIL;BAHIA;Barra do Choca;Rua Dom Climerio, 698;S/N;Ouro Verde;;45120-000;(77) 99210-3394 ; (77) 3421-6558 ;; ;senacoopermineral@gmail.com; ; ;;;;; 29551483000102 ;
Cooperquartzo-Coop dos Trab, Prod e Com em Ativ de Prods Garimp do Mun Jaguarari;;;INDÚSTRIAS EXTRATIVAS; Extracao de quartzito;;BRASIL;BAHIA;Jaguarari;Comunidade de Varzinha, S/N;S/N;Zona Rural;;48960-000;(74) 3619-2549 ;  ;; ;contabsa@cyberturbo.com.br; ; ;;;;; 07872470000194 ;
Coopmarc Cooperativa de Materiais Reciclaveis de Camacari e Prest de Servicos;;;INDÚSTRIAS EXTRATIVAS; Papelao;www.coopmarc.com;BRASIL;BAHIA;Camacari;Rua Princesa Isabel, S/N;S/N;Centro;;42800-970;(71) 3622-4019 ; (71) 3622-0862 ;; ;coopmarc.adm@gmail.com; ; ;;;;; 04112748000137 ;
Copa Engenharia Ambiental e Locacao de Equipamentos Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta, transporte e destinacao final de residuo comercial e industrial;www.copaambiental.com.br;BRASIL;BAHIA;Santo Antonio de Jesus;Rod BA-046 Sto Antonio de Jesus/Nazare Km 8,5, S/N;S/N;Zona Rural;;44570-000;(71) 3240-8257 ;  ;; ;caiolima@copaambiental.com.br; ; ;;;;; 08545322000209 ;
Copa Engenharia Ambiental e Locacao de Equipamentos Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos nao-perigosos;www.copaambiental.com.br;BRASIL;BAHIA;Salvador;Rua das Ubaranas, 347;S/N;Amaralina;;41900-390;(71) 3240-8257 ;  ;; ;anamaria@copaambiental.com.br; ; ;;;;; 08545322000128 ;
Corcovado Granitos Ltda;;;INDÚSTRIAS EXTRATIVAS; Granito;www.corcovadogranitos.com.br;BRASIL;BAHIA;Macajuba;Fazenda Lajedo Bonito, S/N;S/N;Zona Rural;;46805-000;(75) 3252-1411 ; (75) 3252-1410 ;; ;acrqueiroz@mcorcovado.com.br; ; ;;;;; 05195728000997 ;
Corcovado Granitos Ltda;;;INDÚSTRIAS EXTRATIVAS; Bloco de granito;www.brasigran.com.br;BRASIL;BAHIA;Pintadas;Fazenda Taboa, S/N;S/N;Zona Rural;;44610-000;(75) 3252-1410 ; (27) 2124-4700 ;; ;acrqueiroz@mcorcovado.com.br; ; ;;;;; 05195728001616 ;
Corcovado Granitos Ltda;;;INDÚSTRIAS EXTRATIVAS; Bloco de granito;www.mcorcovado.com.br;BRASIL;BAHIA;Vereda;Faz Entre Montes, a 5 Km Distrito Industrial Sao Jose da Vereda, S/N;S/N;Zona Rural;;45955-000;(73) 3296-3100 ;  ;; ;samota@mcorcovado.com.br; ; ;;;;; 05195728003740 ;
Corcovado Granitos Ltda;;;INDÚSTRIAS EXTRATIVAS; Granito branco (Itaunas);www.mcorcovado.com.br;BRASIL;BAHIA;Medeiros Neto;Fazenda Floresta, S/N;S/N;Zona Rural;;45960-000;(73) 3296-1510 ; (73) 3296-3105 ;; ;samota@mcorcovado.com.br; ; (27) 2124-1439;;;;; 05195728002000 ;
Corcovado Granitos Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de granito;;BRASIL;BAHIA;Miguel Calmon;Fazenda Marinheira, S/N;S/N;Zona Rural;;44720-000;(75) 3252-1410 ;  ;; ;acrqueiroz@mcorcovado.com.br; ; ;;;;; 05195728001535 ;
Corcovado Granitos Ltda;;;INDÚSTRIAS EXTRATIVAS; Granito;www.mcorcovado.com.br;BRASIL;BAHIA;Ipupiara;Fazenda Barro Branco - Povoado Achure, S/N;S/N;Zona Rural;;47590-000;(75) 3252-1410 ;  ;; ;acrqueiroz@mcorcovado.com.br; ; ;;;;; 05195728003821 ;
Coriolano dos Santos Filho - ME;;;INDÚSTRIAS EXTRATIVAS; Extracao de minerio;;BRASIL;BAHIA;Itambe;Rod Vitoria da Conquista/Itambe Km 40, S/N;S/N;Zona Rural;;45140-000;(77) 98104-2805 ; (77) 99911-2491 ;; ;mineracaovrpardo@yahoo.com.br; ; ;;;;; 06067790000109 ;
Crispiniano Leite da Silva da Purificacao - ME;;;INDÚSTRIAS EXTRATIVAS; Extracao de areia;;BRASIL;BAHIA;Feira de Santana;Rua Roldao Alves Brasil, 240;S/N;Tomba;;44092-372;(75) 98102-2036 ;  ;; ;crispinianols@hotmail.com; ; ;;;;; 18265031000130 ;
Cristo Rei Mineracao Ltda;;;INDÚSTRIAS EXTRATIVAS; Caolinita;;BRASIL;BAHIA;Jeremoabo;Rua Manoel Dantas Sobrinho, S/N;S/N;Centro Historico;;48540-000;(51) 3022-7882 ; (51) 98191-7721 ;; ;razzera@ermining.com.br; ; ;;;;; 16970122000221 ;
Cruz Servicos de Limpeza, Transportes e Obras Ltda;;;INDÚSTRIAS EXTRATIVAS; Terraplanagem;;BRASIL;BAHIA;Santaluz;Rua Bela Vista, 212;S/N;Centro;;48880-000;(75) 99152-0636 ;  ;; ;lourivalcruz40@gmail.com; ; ;;;;; 11528943000108 ;
CSP Industria e Comercio de Sacos de Papeis e Plasticos Ltda;;;INDÚSTRIAS EXTRATIVAS; Reciclagem de plastico;www.csppapel.com.br;BRASIL;BAHIA;Salvador;Rua Pisca-Pisca, S/N;S/N;Piraja;;41290-665;(71) 3215-6254  ; (71) 3215-6984 ;; ;comercial@csppapel.com.br; ; (71) 3215-2526;;;;; 03295252000183 ;
D F S de Oliveira Engenharia Ambiental e Seguranca de Trabalho;;;INDÚSTRIAS EXTRATIVAS; Combate a incendio;;BRASIL;BAHIA;Feira de Santana;Rua Doutor Sabino Silva, 694;S/N;Centro;;44001-264;(75) 99122-7314 ; (75) 99994-1332 ;; ;daniela@biomaengenharia.eco.br; ; ;;;;; 20064231000176 ;
Davi Guilherme Santana;;;INDÚSTRIAS EXTRATIVAS; Garrafa PET;;BRASIL;BAHIA;Seabra;Rua Olhos D'Agua, 260;S/N;Nossa Sra das Gracas;;46900-000;(75) 99912-9441 ; (75) 99884-1495 ;; ;; ; ;;;;; 19373819000122 ;
Deil Mineracao Ltda;;;INDÚSTRIAS EXTRATIVAS; Calcario dolomitico;;BRASIL;BAHIA;Itapetinga;Rod Itapetinga/Itororo Km 18 BA 415, S/N;S/N;Zona Rural;;45700-000;(73) 3265-1916  ; (71) 3311-0944 ;; ;deil@deil.com.br; ; (73) 3311-0900;;;;; 34309518000123 ;
Desentupidora A.L.A. Ltda;;;INDÚSTRIAS EXTRATIVAS; Limpeza de fossa;;BRASIL;BAHIA;Porto Seguro;Rua do Louro, 222;S/N;Arraial D'Ajuda;;45816-000;(73) 99929-3649 ; (73) 98851-5375 ;; ;desentupidoraala@hotmail.com; ; ;;;;; 18618746000129 ;
