Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
Bioqualy Agro-Industria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Banana;www.bioqualy.com;BRASIL;BAHIA;Salvador;Estrada CIA Aeroporto Km 12, 1250;S/N;Sao Cristovao;;41510-075;(71) 3377-6231  ; (71) 3365-1133 ;; ;financeiro@bioqualy.com; ; ;;;;; 02734503000116 ;
Biosane Tecnologias Ambientais Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Produtos quimicos organicos para tratamento de afluentes domiciliares e industriais;www.biosane.com.br;BRASIL;BAHIA;Lauro de Freitas;Rua Araponga, 460;S/N;Pitangueiras;;42701-330;(71) 3123-8815 ; (71) 99989-4209 ;; ;biosane@biosane.com.br; ; (71) 99989-7209;;;;; 05000409000121 ;
Biosar Brasil - Energia Renovavel Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;www.biosar.com.br;BRASIL;BAHIA;Bom Jesus da Lapa;Av Duque de Caxias, 478;S/N;Centro;;47600-000;(11) 2532-0418 ; (11) 99864-5591 ;; ;julianacosta@ellaktor.com.br; ; ;;;;; 24387644000304 ;
Biovest Industria e Comercio de Confeccoes Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Uniforme (profissional, empresarial, escolar, hospitalar);www.biovest.com.br;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rua Rui Barbosa, 1926;S/N;Centro;;47850-000;(77) 3628-0060 ;  ;; ;biovest@live.com; ; ;;;;; 13076775000192 ;
Biovida Industria Comercio de Insumos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Fertilizantes organicos;www.biovidaba.com.br;BRASIL;BAHIA;Barreiras;Rod BR-242 Km 862, S/N;S/N;Cerradao;;47800-130;(77) 3628-5276  ; (77) 99971-2600 ;; ;biovidaba@hotmail.com; ; ;;;;; 01496552000103 ;
Birema Comunicacao Visual Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Banner  Painel digital impresso;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 09134590000110 ;
Birla Carbon Brasil Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Negro de fumo;www.birlacarbon.com;BRASIL;BAHIA;Camacari;Via Frontal Km 01, S/N;S/N;Polo Petroquimico;;42810-320;(71) 3616-1100 ; (71) 3616-1124 ;; ;; ; ;;;;; 02634915000508 ;
Biscoitaria Leite Borges Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Xique-Xique;Rua Cel Jose Nogueira, 35;S/N;Centro;;47400-000;(74) 3661-4051 ;  ;; ;; ; ;;;;; 25005204000146 ;
Biscoito Condeuba Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Pao de queijo;;BRASIL;BAHIA;Condeuba;Rua da Saudade, 86;S/N;Centro;;46200-000;(77) 3445-2190 ; (77) 98884-2261 ;; ;biscoitoscondeuba@hotmail.com; ; (77) 99120-5555;;;;; 14141014000210 ;
Biscoitos Condeuba Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Biscoito;;BRASIL;BAHIA;Condeuba;Praca da Bandeira, 236;S/N;Centro;;46200-000;(77) 3445-2190 ; (77) 99120-5555 ;; ;biscoitoscondeuba@hotmail.com; ; (77) 99191-0200;;;;; 14141014000130 ;
Biscoitos Ivy Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Eunapolis;Rua Itabuna, 155;S/N;Centauro Oeste;;45821-080;(73) 3281-1954 ; (73) 98126-5027 ;; ;sonhodosbiscoitos@hotmail.com; ; ;;;;; 10899245000156 ;
Biscoitos Ryal Industria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Biscoito;;BRASIL;BAHIA;Jequie;Rua D Quadra I Lote 15, S/N;S/N;Mandacaru;;45208-020;(73) 3526-3183 ;  ;; ;biscoitosryal@hotmail.com.br; ; ;;;;; 01337725000132 ;
Biscoitos Sao Benedito Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Santo Antonio de Jesus;Rua da Conceicao, 425;S/N;Sao Benedito;;44573-420;(75) 3631-3650  ; (75) 3631-4987 ;; ;vip.clientes@hotmail.com; ; ;;;;; 32669608000108 ;
Biscoitos Vo Pedro Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bolacha;;BRASIL;BAHIA;Nova Itarana;Rua 15 de Novembro, 448;S/N;Centro;;45390-000;(73) 3546-2140 ; (73) 99915-4536 ;; ;romeucost@gmail.com; ; ;;;;; 26470251000123 ;
Biscon Biscoitos Conquista Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Biscoito de polvilho  Biscoito fino;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 02691575000123 ;
BJ Industria Comercio e Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Aromatizante;;BRASIL;BAHIA;Canudos;Rua Juscelino Kubistschek, S/N;S/N;Centro;;48520-000;(71) 3377-5631 ; (71) 99931-0495 ;; ;diretoriaserlinq@hotmail.com; ; ;;;;; 18093790000162 ;
BJ Industria, Comercio e Servicos de Produtos de Limpeza Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Lauro de Freitas;Rua Dr Mauricio, 508;S/N;Itinga;;42700-000;(71) 3377-5263 ; (71) 99931-0495 ;; ;diretoriaserlimq@hotmail.com; ; (71) 3377-5631;;;;; 21500919000114 ;
BKS Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Manutencao e reparacao mecanica e eletrica;;BRASIL;BAHIA;Mucuri;Rua Israel, 20-B;S/N;Cidade Nova/Itabata;;45936-000;(73) 99956-6829 ;  ;; ;janio.santos@bksservices.com.br; ; ;;;;; 11570245000170 ;
Blanco Construcoes Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Alagoinhas;Rua Santa Maria, 12;S/N;Juracy Magalhaes;;48040-200;(75) 99804-6989 ; (75) 99845-0012 ;; ;adm.blancoconstrucoes@gmail.com; ; ;;;;; 26324431000105 ;
Blanski Eletronica do Brasil Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;www.blanski.com.br;BRASIL;BAHIA;Salvador;Av Aliomar Baleeiro, 1 Subsolo, S/N;S/N;Jardim Cajazeiras;;41230-455;(71) 2106-2196 ; (71) 2106-2198 ;; ;rejane@blanski.com.br; ; (71) 98137-5607;;;;; 07656156000174 ;
Blendcoffee Comercio Exportacao e Importacao Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Beneficiamento de cafe;;BRASIL;BAHIA;Itamaraju;Rua Santa Ines, 265;S/N;Corujao;;45836-000;(73) 3312-2050 ; (27) 2103-2050 ;; ;itamaraju@blendcoffee.ind.br; ; ;;;;; 13527082000250 ;
Blocos Durafort Fabricacao de Blocos e Pre-Moldados Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bloco;;BRASIL;BAHIA;Teixeira de Freitas;Av Joao Paulo II, 983;S/N;Jardim Planalto;;45990-620;(73) 99956-1987 ;  ;; ;ciclopy12@hotmail.com; ; ;;;;; 10870408000178 ;
Blocos Lider Industria de Artefatos de Cimento Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Calha;www.blocoslider.com.br;BRASIL;BAHIA;Simoes Filho;Rua Cezar Augusto, 08;S/N;Palmares;;43700-000;(71) 3669-1109 ; (71) 98626-0000 ;; ;luedy@blocoslider.com.br; ; (71) 3129-0050;;;;; 17688444000164 ;
Blocotec Industria e Comercio de Artefatos para Construcao Civil Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Vitoria da Conquista;Rua Circular 08, S/N;S/N;Espirito Santo;;45037-100;(77) 98809-9999 ; (77) 99117-7777 ;; ;oduvaldolima@gmail.com; ; ;;;;; 24083179000156 ;
Blowjet Industria e Comercio de Plastico Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Garrafa plastica para laticinio, suco, agua-de-coco, detergente liquido, oleo de dende, alcool;;BRASIL;BAHIA;Feira de Santana;Av Banco do Nordeste, S/N;S/N;Cedin;;44010-665;(75) 3622-9410 ;  ;; ;blowjet@ig.com.br; ; ;;;;; 04402658000180 ;
Blue Bay Alimentos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Polpa de fruta;www.polpaeva.com.br;BRASIL;BAHIA;Ipiau;Rod BR-330 Km 773, S/N;S/N;Vila Irma Dulce;;45570-000;(73) 3531-3330 ;  ;; ;geder@bbalimentos.com.br; ; ;;;;; 12469348000101 ;
BM Couro Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Pochete;;BRASIL;BAHIA;Tucano;Povoado Trapuca, 14;S/N;Zona Rural;;48790-000;(75) 3297-4016 ; (92) 98195-5578 ;; ;mary.gesner@hotmail.com; ; ;;;;; 08678358000180 ;
BM Metal Manutencao Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Caixa de agua;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rua Dioclesio Ramos, 250;S/N;Jardim Primavera;;47850-000;(77) 99838-8440 ; (77) 98817-3547 ;; ;; ; ;;;;; 16673146000138 ;
BM Metalurgica Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Estrutura metalica para construcao civil;;BRASIL;BAHIA;Pojuca;Rua G, 01;S/N;Nova Pojuca;;48120-000;(71) 3645-3054 ; (71) 98826-6778 ;; ;bm.metalurgica@hotmail.com; ; ;;;;; 14070625000134 ;
BMD Texteis Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Tecido malha urdidura fibra sintetica de poliester (tecido estruturante de poliester);www.bmdtexteis.com.br;BRASIL;BAHIA;Camacari;Rua dos Plasticos, 871;S/N;Copec;;42810-240;(71) 2104-6312  ; (71) 2104-6333 ;; ;comercial@bmdtexteis.com.br; ; ;;;;; 03156784000130 ;
BMF Engenharia Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Construcao civil;www.bmfengenharia.com;BRASIL;BAHIA;Salvador;Alameda Salvador, 1057;S/N;Caminho das Arvores;;41820-790;(71) 3345-0553 ; (71) 3347-2320 ;; ;comercial@bmfengenharia.com; ; ;;;;; 05490006000108 ;
BMV Construcoes e Incorporacoes Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bloco;;BRASIL;BAHIA;Salvador;Av Tancredo Neves, 939;S/N;Caminho das Arvores;;41820-020;(71) 3272-0612 ; (71) 3011-0278 ;; ;bmvconstrucoes@ig.com.br; ; ;;;;; 00965611000174 ;
Boardtec do Brasil Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Placa mae;;BRASIL;BAHIA;Ilheus;Rod Ilheus/Urucuca Km 4, S/N;S/N;Distrito Industrial;;45658-370;(71) 3333-7428 ; (73) 98811-5772 ;; ;kuelfren@daten.com.br; ; ;;;;; 21375023000150 ;
Boasfrut Polpas de Frutas Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Polpa de fruta;;BRASIL;BAHIA;Taperoa;Fazenda Bom Retiro, BA-001, S/N;S/N;Camurugi;;45430-000;(75) 3664-1558  ; (75) 99992-2073 ;; ;boasfrut@hotmail.com; ; ;;;;; 15495899000138 ;
Boaventura Moveis Ind de Moveis e Esquadrias de Madeira Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Armario de cozinha;;BRASIL;BAHIA;Feira de Santana;Av Eduardo Froes da Mota, 1650;S/N;35 BI;;44094-000;(75) 3223-8050 ;  ;; ;boaventuramoveis@yahoo.com.br; ; ;;;;; 04621216000125 ;
Bom Pallets Industria e Comercio de Madeiras Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Palete;;BRASIL;BAHIA;Alagoinhas;Rod BR-101 Km 108, S/N;S/N;Sede;;48010-970;(75) 3181-1665  ;  ;; ;bompallets@yahoo.com.br; ; ;;;;; 10964677000101 ;
Bom Recheio Industria e Comercio de Alimentos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Salgado;;BRASIL;BAHIA;Alagoinhas;Rua Visconde do Rio Branco, 287;S/N;Santa Terezinha;;48010-500;(75) 3422-5042 ; (75) 99885-1143 ;; ;bom.recheio@hotmail.com; ; ;;;;; 96842083000135 ;
Bombone Industria e Comercio de Confeccoes Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Camiseta;www.bombone.com.br;BRASIL;BAHIA;Feira de Santana;Rua Bartolomeu de Gusmao, 409;S/N;Sobradinho;;44021-205;(75) 99275-3194 ; (75) 3624-3322 ;; ;bombone@bombone.com.br; ; ;;;;; 05520115000120 ;
Bomfim Bonfim Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Cacule;Rua Novo Mundo, 45;S/N;Sao Geraldo;;46300-000;(77) 98108-2781 ;  ;; ;; ; ;;;;; 14344361000160 ;
Bomfim Oliveira Industria de Cofres Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Porta;;BRASIL;BAHIA;Cacule;Rua Joaquim Antonio, 127;S/N;Senhor do Bonfim;;46300-000;(77) 98111-7145 ; (77) 98118-0544 ;; ;bomacometalurgica@hotmail.com; ; (77) 3455-1210;;;;; 17448865000118 ;
Bomix Industria de Embalagens Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Baldes plasticos industriais de 3,2L a 20L;www.bomix.com.br;BRASIL;BAHIA;Simoes Filho;Via das Torres, 162;S/N;CIA Sul;;43700-000;(71) 3215-8600 ;  ;; ;alexandrerosario@bomix.com.br; ; ;;;;; 01561279000145 ;
Bomoveis Industria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Armario embutido;www.bomoveis.com.br;BRASIL;BAHIA;Camacari;Rua Campinas, Lot Vila de Arembepe, S/N;S/N;Arembepe;;42830-170;(71) 3624-1618 ; (71) 3624-3674 ;; ;contato@bomoveis.com.br; ; ;;;;; 05137262000116 ;
Bompiam & Campos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bloco;;BRASIL;BAHIA;Formosa do Rio Preto;Rod BR-135 Km 21, S/N;S/N;Zona Rural;;47990-000;(77) 99934-3415 ; (77) 3616-2497 ;; ;; ; ;;;;; 09316880000184 ;
Bomplastil Embalagens Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Filme e saco em polipropileno (PP) para industria alimenticia;www.bomplastil.com.br;BRASIL;BAHIA;Salvador;Estrada Campinas de Piraja, 1247;S/N;Campinas de Piraja;;41270-001;(71) 3392-4240 ; (71) 3246-2647 ;; ;faturamento@bomplastil.com.br; ; ;;;;; 42062901000158 ;
Bonanza Industrial e Agricola Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bebida lactea;;BRASIL;BAHIA;Cachoeira;Vila Belem de Cachoeira, S/N;S/N;Belem;;44300-000;(75) 3414-3017 ;  ;; ;laticiniobonanza@gmail.com; ; ;;;;; 32677197000194 ;
Bondenegocios Embalagens e Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Caixa de papelao;;BRASIL;BAHIA;Simoes Filho;Via Acesso II BR-324, 241;S/N;CIA Sul;;43700-000;(71) 99258-0019 ; (71) 99258-0706 ;; ;bondenegocios@gmail.com; ; ;;;;; 20906279000184 ;
Bonelaria Almeida Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bolsa;;BRASIL;BAHIA;Feira de Santana;Rua Visconde do Rio Branco, 138-A;S/N;Centro;;44002-172;(75) 3221-8800 ;  ;; ;bonealmeida@hotmail.com; ; ;;;;; 10231248000117 ;
Bonfilit Industria de Argila Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Argamassa;www.bonfilit.com.br;BRASIL;BAHIA;Teixeira de Freitas;Fazenda Pau D'Arco, Rod BA 290, S/N;S/N;Zona Rural;;45995-970;(73) 98134-0292 ; (73) 3263-4736 ;; ;bonfilit@bonfilit.com.br; ; (73) 99995-2233;;;;; 07206165000163 ;
Bonita Industria e Comercio de Produtos de Panificacao Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Biscoito;;BRASIL;BAHIA;Itabuna;Praca dos Capuchinhos, 50;S/N;Conceicao;;45605-260;(73) 99198-4849 ; (73) 98105-1149 ;; ;clicric2009@hotmail.com; ; ;;;;; 10263837000187 ;
Bonsucesso do Nordeste Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Sacaria big bag;www.bonsucessotextil.com.br;BRASIL;BAHIA;Pojuca;Estrada BA-093 Km 35, S/N;S/N;Star;;48120-000;(11) 3515-6666 ;  ;; ;marcia.goncalves@bsstex.com.br; ; ;;;;; 09085189000137 ;
Borborema Prestadora de Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Manutencao e reparacao em correia e transportadores de correia;www.borboremaservicos.com.br;BRASIL;BAHIA;Salvador;Rua Frederico Simoes, 98;S/N;Caminho das Arvores;;41820-774;(71) 99900-0792 ; (71) 99226-0792 ;; ;contato@borborema.net; ; ;;;;; 11650757000147 ;
Bordados a Mil Ind de Conf, Acessorios e Serv de Bordados em Geral Eireli - ME;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bordados diversos;;BRASIL;BAHIA;Salvador;Rua do Uruguay, Cond Bahia Textil, 151;S/N;Uruguai;;40450-211;(71) 3357-5803 ; (71) 3012-5394 ;; ;criacoes@anebordados.com.br; ; ;;;;; 07407248000110 ;
Bordar't Comercio e Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bordado em tecido (uniforme, toalha);;BRASIL;BAHIA;Salvador;Av Antonio Carlos Magalhaes, 656;S/N;Itaigara;;41825-000;(71) 3351-4451 ;  ;; ;imprimeborda@terra.com.br; ; ;;;;; 10785201000286 ;
Bordar't Comercio e Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bordado em uniforme e enxoval;;BRASIL;BAHIA;Salvador;Av Luis Viana, 8544;S/N;Paralela;;41730-101;(71) 3360-3836  ; (71) 98775-8818 ;; ;imprimeborda@terra.com.br; ; ;;;;; 10785201000103 ;
Borges & Brescovici Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Moveis planejados;;BRASIL;BAHIA;Barreiras;Rua Nova Olinda, 177;S/N;Vila Doce;;47800-310;(77) 3613-5885 ; (77) 98858-0540 ;; ;mobilieremoveis@gmail.com; ; ;;;;; 24101257000106 ;
Borges e Porto Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Movel planejado;;BRASIL;BAHIA;Feira de Santana;Via Coletora, S/N;S/N;Pedra do Descanso;;44006-170;(75) 3223-6038 ;  ;; ;moveislorena@gmail.com; ; ;;;;; 04198002000198 ;
Borini Esquadrias de Aluminio e Vidracaria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Vidro temperado;;BRASIL;BAHIA;Eunapolis;Av Joana Angelica, 262;S/N;Centro;;45820-330;(73) 3281-4211 ;  ;; ;borini.vidracaria@hotmail.com; ; ;;;;; 03742799000180 ;
Borrachas Vipal Nordeste S/A;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Camara de ar;www.vipal.com.br;BRASIL;BAHIA;Feira de Santana;Rod BR-324 Km 521,5 - Rua Vitacir Paludo, S/N;S/N;CIS;;44096-486;(75) 2102-6500 ; (75) 2102-6501 ;; ;vipal@vipal.com.br; ; ;;;;; 07857217000161 ;
Botelho Comercio e Industria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Banana passa;www.cacaumodaka.com;BRASIL;BAHIA;Barro Preto;Rod Barro Preto/Itajuipe Km 03, S/N;S/N;Zona Rural;;45625-000;(73) 3249-1114  ; (73) 98142-8255 ;; ;contato@cacaumodaka.com; ; ;;;;; 34375345000141 ;
Botica Comercial Farmaceutica Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Creme;www.grupoboticario.com.br;BRASIL;BAHIA;Camacari;Rod BA-535 (Via Parafuso) Km 13,5, S/N;S/N;Polo Petroquimico;;42810-200;(41) 3375-9550 ; (71) 3344-5051 ;; ;; ; ;;;;; 77388007000408 ;
Bouzas Maciel Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Embalagem plastica;;BRASIL;BAHIA;Salvador;Rua Dominica, S/N;S/N;Piraja;;41230-010;(71) 3246-1446 ; (71) 3246-1458 ;; ;plastpremium@uol.com.br; ; ;;;;; 42053330000195 ;
Box Calcados Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Sandalia feminina em couro sintetico;;BRASIL;BAHIA;Salvador;Rua Silvestre de Farias, 62;S/N;Federacao;;40230-621;(71) 3334-7717 ;  ;; ;calcados@gmail.com; ; ;;;;; 09054994000101 ;
Boy Art Grafica e Papelaria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Adesivo;www.boyart.com.br;BRASIL;BAHIA;Feira de Santana;Rua Barao de Cotegipe, 1495;S/N;Centro;;44001-130;(75) 3223-7788 ; (75) 3223-4923 ;; ;contato@boyart.com.br; ; ;;;;; 05448924000179 ;
BP Industria Servicos e Comercio de Brindes e Presentes Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO;Lista de Insumos:;www.bpbrindes.com.br;BRASIL;BAHIA;Salvador;Av Tancredo Neves, 999;S/N;Caminho das Arvores;;41820-021;(71) 3114-5444 ; (71) 98155-6792 ;; ;katia@shoppingbrindes.com.br; ; (71) 3114-5420;;;;; 07553311000127 ;
BPM Comercio e Servicos Eletrodomesticos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Manutencao e reparacao de cardioversor, eletrocardiografo, desfribilador, esteira ergometrica;;BRASIL;BAHIA;Salvador;Av Vasco da Gama, 830;S/N;Engenho Velho de Brotas;;40240-090;(71) 3027-5978 ; (71) 3492-5758 ;; ;bpmhospitalar@outlook.com; ; ;;;;; 18268670000159 ;
BR Med Servicos Hospitalares Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Manutencao e reparacao de aparelhos medicos;;BRASIL;BAHIA;Salvador;Av Antonio Carlos Magalhaes, 2573;S/N;Brotas;;40280-902;(71) 99172-1665 ; (71) 3022-2464 ;; ;bruno.vita@bol.com.br; ; ;;;;; 27391956000118 ;
BR Selagem e Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Gaxeta injetavel;www.brselagem.com.br;BRASIL;BAHIA;Lauro de Freitas;Av Carlos Alberto Santos, 327;S/N;Buraquinho;;42700-000;(71) 3379-5742  ; (71) 3026-7500 ;; ;brselagem@brselagem.com.br; ; ;;;;; 11072079000182 ;
BR1 Comercio e Servicos Eireli;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Caldeiraria  Construcao civil em geral;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 17695593000150 ;
Bracell Bahia Florestal Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Madeira de eucalipto em toras para fabricação de celulose soluvel;www.bracell.com;BRASIL;BAHIA;Alagoinhas;Rua Dr Jose Tiago Correia, S/N;S/N;Alagoinhas Velha;;48030-300;(75) 3423-9900 ;  ;; ;mouana_fonseca@bracell.com; ; ;;;;; 15692999000154 ;
Bracell Bahia Specialty Cellulose S/A;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Celulose soluvel;www.bracell.com;BRASIL;BAHIA;Camacari;Rua Alfa, 1033;S/N;Area Industrial Norte;;42810-000;(71) 3634-0402 ; (71) 3634-5461 ;; ;patrick_esmaniotto@bracell.com; ; ;;;;; 69037133000139 ;
Braga e Chagas Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Meio-fio;;BRASIL;BAHIA;Ibotirama;Rod BR-242 Km 466, 466;S/N;Sede;;47520-000;(77) 99973-9802 ;  ;; ;donatocont@gmail.com; ; ;;;;; 14215536000139 ;
Brain Storm Manutencao Industrial Especializada Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Manutencao de equipamento industrial;;BRASIL;BAHIA;Simoes Filho;Av Elmo Serejo Farias, 2484;S/N;CIA I;;43700-000;(71) 3394-1099 ;  ;; ;; ; ;;;;; 07387388000174 ;
Brallco - Brasil Aluminio e Cobre Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Fio de cobre;;BRASIL;BAHIA;Lauro de Freitas;Av Progresso, 1438;S/N;Areia Branca;;42700-000;(71) 2103-7000 ;  ;; ;financeiro@brallco.com.br; ; ;;;;; 05161147000187 ;
Branka Doces Industria e Comercio de Confeitaria Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bolo simples e confeitado;;BRASIL;BAHIA;Eunapolis;Rua Paulino Mendes Lima, 172;S/N;Centro;;45820-440;45820-440;;; ;brankamarcolino@hotmail.com; ;;;;;; 18825113000191 ;
Branox Industria e Comercio de Metais Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Pia e cuba em aco inox;www.branox.com.br;BRASIL;BAHIA;Sao Goncalo dos Campos;Rodovia BA-502, S/N;S/N;Nucleo CIS;;44330-000;(75) 3246-2403 ;  ;; ;atendimento@branox.com.br; ; ;;;;; 09032795000194 ;
Bras NI Industria de Artefatos de Couro Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Bolsa;;BRASIL;BAHIA;Tucano;Distrito de Tracupa, S/N;S/N;Zona Rural;;48790-000;(75) 3297-4023 ;  ;; ;nfe2011@hotmail.com; ; ;;;;; 07795168000180 ;
Brascom do Nordeste Industria e Comercio Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Desengraxante;www.brascomdonordeste.com.br;BRASIL;BAHIA;Feira de Santana;Av Desenbanco, S/N;S/N;CIS;;44010-635;(75) 3625-5877 ; (75) 3487-5194 ;; ;jocele.brascom@gmail.com; ; (75) 3616-5728;;;;; 34347112000135 ;
Brasfrut - Frutos do Brasil Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Polpa de frutas diversas (abacaxi, acai, acerola, cacau, caja, caju, cupuacu, graviola, goiaba, limao, manga, maracuja, mamao, melao, morango, siriguela, tamarindo, umbu, uva, tangerina, coco);www.brasfrut.com.br;BRASIL;BAHIA;Feira de Santana;Av Dep Luis Eduardo Magalhaes Km 527, S/N;S/N;CIS;;44097-324;(75) 2101-5500 ; (75) 2101-5540 ;; ;brasfrut@brasfrut.com.br; ; ;;;;; 32677726000150 ;
Brasigel Prestacao de Servicos Ltda;;;INDÚSTRIAS DE TRANSFORMAÇÃO; Pintura;;BRASIL;BAHIA;Serrinha;Rua Capitao Apolinario, 246;S/N;Parque Santana;;48700-000;(75) 99249-0724 ;  ;; ;gefirmo@hotmail.com; ; ;;;;; 04151365000178 ;
