Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
Agil Transportes e Empreendimentos Ltda;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Camacari;Rua do Campo, 01;S/N;Alto da Cruz;;42808-080;(71) 98886-6686 ;  ;; ;neilsoncontabilidade@ig.com.br; ; ;;;;; 13986876000109 ;
Agilize Manut e Com de Eletroeletronicos e Refrigeracao Eireli;;;CONSTRUÇÃO; Manutencao em equipamentos eletroeletronico industrial (fatiador de queijo, balanca, liquidificador, batedeira);;BRASIL;BAHIA;Camacari;Caminho Dezesseis, 24;S/N;Gleba C;;42803-220;(71) 99294-6534 ;  ;; ;agilizemanutencoes@gmail.com; ; ;;;;; 26872411000160 ;
Agnailton Lima dos Reis Eireli;;;CONSTRUÇÃO; Box em vidro temperado;www.simonicavidros.com.br;BRASIL;BAHIA;Jacobina;Av Sao Francisco de Assis, 805;S/N;Catuaba;;44700-000;(74) 3622-2620 ; (74) 3621-9921 ;; ;nfe@simonicavidros.com.br; ; ;;;;; 16975172000110 ;
Agnaldo Batista Nascimento - ME;;;CONSTRUÇÃO; Sanduiche de metro;;BRASIL;BAHIA;Eunapolis;Rua Tupiniquins, 304;S/N;Pequi;;45825-000;(73) 3261-3355 ;  ;; ;saccenterpizza@gmail.com; ; ;;;;; 03710112000124 ;
Agnaldo Franca de Souza - MEI;;;CONSTRUÇÃO; Bolsa;;BRASIL;BAHIA;Vitoria da Conquista;Praca Pres Tancredo Neves, 86;S/N;Centro;;45000-525;(77) 3423-4170  ;  ;; ;agnaldomaxmoda@hotmail.com; ; ;;;;; 02990068000190 ;
Agnaldo Pereira Bastos;;;CONSTRUÇÃO; Armario embutido;;BRASIL;BAHIA;Irece;Rua Demetrio da Silva Dourado, 120;S/N;Codevasf;;44900-000;(74) 99977-5972 ;  ;; ;agnaldo.bm@hotmail.com; ; ;;;;; 01714020000197 ;
Agnaldo Rios Vieira - ME;;;CONSTRUÇÃO; Cartao;;BRASIL;BAHIA;Miguel Calmon;Rua Marechal Deodoro da Fonseca, 24;S/N;Centro;;44720-000;(74) 3627-2446 ;  ;; ;riosneno@hotmail.com; ; ;;;;; 00185763000154 ;
Agricola Xingu S/A;;;CONSTRUÇÃO; Beneficiamento de algodao herbaceo;www.xinguagri.com;BRASIL;BAHIA;Correntina;Rod BR-020 Km 73, S/N;S/N;Zona Rural;;47650-000;(11) 3572-1950 ;  ;; ;juridico@xinguagri.com; ; ;;;;; 07205440000396 ;
Agripecol Agricultura, Pecuaria e Construcao Civil Ltda;;;CONSTRUÇÃO; Laje premoldada;;BRASIL;BAHIA;Itubera;Rua Joao Pessoa, 41-B;S/N;Centro;;45435-000;(73) 3256-2219 ; (73) 3255-1399 ;; ;recompraitubera@gmail.com; ; ;;;;; 23283842000101 ;
Agriservi Comercio e Servicos Agricolas Ltda;;;CONSTRUÇÃO; Manutencao e reparacao de maquinas e equipamentos agricolas;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rua Jatoba, 213;S/N;Jardim Imperial;;47850-000;(77) 3628-4060 ;  ;; ;andrea.msc@hotmail.com; ; ;;;;; 06150646000131 ;
Agro Industria Serrinha Ltda;;;CONSTRUÇÃO; Abate de bovino;;BRASIL;BAHIA;Serrinha;Rodovia BA-409 Km 02, S/N;S/N;Gravata;;48700-000;(75) 3182-3000 ; (75) 3261-2549 ;; ;fiscal@frigoserra.com.br; ; ;;;;; 17399090000138 ;
Agro Industria Sinha Rita Ltda;;;CONSTRUÇÃO; Polpa de fruta;;BRASIL;BAHIA;Ubaira;Fazenda Cedro, S/N;S/N;Zona Rural;;45310-000;(75) 98831-0625 ; (75) 3544-3041 ;; ;ecap@ecapcontabilidade.com.br; ; ;;;;; 34063883000109 ;
Agro Industrial Itubera Ltda;;;CONSTRUÇÃO; Borracha granulada-GEB 10 (Granulado Escuro Brasileiro);www.agroitubera.com.br;BRASIL;BAHIA;Itubera;Rua Aguimael Emidio Eloy, S/N;S/N;Norberto Odebrecht;;45435-000;(73) 3256-8300 ; (73) 3256-8306 ;; ;agroitubera@agroitubera.com.br; ; ;;;;; 13543822000160 ;
Agro Industrias do Vale do Sao Francisco S/A - Agrovale;;;CONSTRUÇÃO; Alcool anidro;www.agrovale.com;BRASIL;BAHIA;Juazeiro;Fazenda Massayo, S/N;S/N;Zona Rural;;48903-970;(74) 3612-2900 ;  ;; ;agrovale@agrovale.com; ; ;;;;; 13642699000135 ;
Agro Pecuaria Industrial Ouro Verde Ltda;;;CONSTRUÇÃO; Bloco;;BRASIL;BAHIA;Boa Vista do Tupim;Rua Povoado do Baixio, S/N;S/N;Fazenda Ouro Verde;;46850-000;(75) 3221-0803 ; (75) 3326-7056 ;; ;; ; ;;;;; 13966668000300 ;
Agro Pecuaria Industrial Ouro Verde Ltda;;;CONSTRUÇÃO; Bloco;;BRASIL;BAHIA;Boa Vista do Tupim;Povoado do Baixio, S/N;S/N;Sede;;46850-000;(75) 3221-0803 ; (75) 99195-5663 ;; ;advogados@renatoadvogados.com.br; ; ;;;;; 13966668000130 ;
Agro Pocos Artesianos Ltda;;;CONSTRUÇÃO; Perfuracao de pocos;;BRASIL;BAHIA;Brumado;Rua Sebastiao Nonato Lobo, 234;S/N;Santa Tereza;;46100-000;(77) 99942-6879 ;  ;; ;agropocos.2016@gmail.com; ; ;;;;; 22424711000126 ;
Agroaco Industria e Comercio Ltda;;;CONSTRUÇÃO; Cabine;;BRASIL;BAHIA;Guanambi;Av Prefeito Jose Neves Teixeira, 1276;S/N;Paraiso;;46430-000;(77) 3451-2884 ; (77) 99819-8872 ;; ;agroacotelhas@gmail.com; ; ;;;;; 11751354000194 ;
Agrococho Perfuracao de Pocos Ltda;;;CONSTRUÇÃO; Perfuracao de pocos de agua;;BRASIL;BAHIA;Seabra;Comunidade de Barreirinho, S/N;S/N;Zona Rural;;46900-000;(75) 3331-1737 ;  ;; ;agrocochopocos@gmail.com; ; ;;;;; 22346496000192 ;
Agroflorestal Vale do Acarai Ltda;;;CONSTRUÇÃO; Palmito em conserva;www.natuvalle.com.br;BRASIL;BAHIA;Camamu;Rod Camamu/Travessao Km 08, S/N;S/N;Zona Rural;;45445-000;(73) 99154-5915 ; (73) 99912-9060 ;; ;natuvalle@natuvalle.com.br; ; ;;;;; 03613901000147 ;
Agro-In Industria & Comercio de Alimentos Ltda;;;CONSTRUÇÃO; Pimenta do reino moida;;BRASIL;BAHIA;Una;Av Getulio Vargas, S/N;S/N;Centro;;45690-000;(73) 99831-5454 ;  ;; ;anjosfigueredo@bol.com.br; ; ;;;;; 16184848000158 ;
Agroindustria Bitencourt Santo Ltda;;;CONSTRUÇÃO;Lista de Insumos:;www.naturalfrut.com.br;BRASIL;BAHIA;Gandu;Est Margens da BR-101, S/N;S/N;Zona Rural;;45450-000;(73) 99999-2560 ; (71) 99991-2599 ;; ;vanilton@naturalfrut.com.br; ; ;;;;; 11146190000176 ;
Agroindustria e Exportacao Cafe Bahia Ltda;;;CONSTRUÇÃO; Cafe torrado e moido;www.cafebahia.com.br;BRASIL;BAHIA;Vitoria da Conquista;Rod BR-116, S/N;S/N;Dist Indl Imbores;;45089-340;(77) 3423-2453  ; (77) 3439-2270 ;; ;cafebahia@cafebahia.com.br; ; (77) 3424-7620;;;;; 05682325000204 ;
Agroindustria Vieira Ltda;;;CONSTRUÇÃO; Torrefacao e moagem de cafe;;BRASIL;BAHIA;Santa Ines;Rua Carlos Gilberto Cajazeira, S/N;S/N;Centro;;45320-000;(73) 3536-1411  ; (73) 3534-2863 ;; ;; ; ;;;;; 96756721000103 ;
Agroindustrial Theobroma Ltda;;;CONSTRUÇÃO; Bombom de chocolate;www.planetacacau.com.br;BRASIL;BAHIA;Camacan;Rua Antonio Pereira dos Santos, 277;S/N;Centro;;45880-000;(71) 3366-1897 ;  ;; ;comercial@planetacacau.com.br; ; ;;;;; 10423536000173 ;
Agromaquinas Empreendimentos Agricolas Ltda;;;CONSTRUÇÃO;Lista de Insumos:;www.agrosoloperfuracoes.com.br;BRASIL;BAHIA;Brumado;Av Lindolfo Azevedo Brito, 191;S/N;Feliciano P. Santos;;46100-000;(77) 3453-1871 ; (77) 3453-1898 ;; ;mara.adm@agrosoloperfuracoes.com.br; ; (77) 3441-9101;;;;; 05604422000190 ;
Agropecuaria Olho Dagua Racoes Ltda;;;CONSTRUÇÃO; Soja em grao;;BRASIL;BAHIA;Gloria;Rod BA 210 Km 08, S/N;S/N;Centro;;48620-000;(81) 3735-2719 ;  ;; ;granjacajueiro@gmail.com; ; ;;;;; 11226014000144 ;
Agropecuaria Venice Ltda;;;CONSTRUÇÃO; Queijo de cabra;;BRASIL;BAHIA;Camacari;Estrada de Maracaiuba, S/N;S/N;Vila de Abrantes;;42840-000;(71) 99978-0511 ; (71) 99203-0881 ;; ;caprilkadosh@hotmail.com; ; (71) 99166-7910;;;;; 03612028000178 ;
Agroproducts - Produtos Agroindustriais Ltda;;;CONSTRUÇÃO; Frutas desidratadas;;BRASIL;BAHIA;Juazeiro;Lot Centro Industrial Sao Francisco, Quadra Industrial G, S/N;S/N;Joao Paulo II;;48909-745;(74) 2102-5430 ;  ;; ;hercules@seifun.com.br; ; ;;;;; 19896897000101 ;
AGS Isolamento Termico Ltda;;;CONSTRUÇÃO; Tratamento termico e acustico;;BRASIL;BAHIA;Caetanos;Rua Otacilio de Brito, 350;S/N;Bela Vista;;45265-000;(77) 98872-8668 ; (77) 99813-3021 ;; ;gilvansantos78@hotmail.com; ; ;;;;; 26786615000189 ;
Agservice Engenharia Ltda;;;CONSTRUÇÃO; Edificacao  Infraestrutura urbana;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 13558309000739 ;
AGT Engenharia e Arquitetura Ltda;;;CONSTRUÇÃO; Areia;(73) 3634-6435 /  / ;BRASIL;BAHIA;Sl 610; Revestimento;S/N; Sem Interesse;; Sem Interesse;Estado:;;; ;Estado:; ;;;;;; 00175793000180 ;
Agua de Coco Guanambi Sucos Ltda;;;CONSTRUÇÃO; Envase de agua de coco verde;;BRASIL;BAHIA;Guanambi;Rua Ovidio dos Santos, 106;S/N;Vila Nova;;46430-000;(77) 3451-3500 ;  ;; ;lucidalvamalheirossilva@gmail.com; ; ;;;;; 05157697000122 ;
Agua Doce Industria e Comercio de Confeccoes Ltda;;;CONSTRUÇÃO; Uniforme escolar;;BRASIL;BAHIA;Salvador;Alameda das Algarobas, 85;S/N;Caminho das Arvores;;41820-500;(71) 3356-6596 ; (71) 99964-2574 ;; ;matos_valois@hotmail.com; ; ;;;;; 00187653000121 ;
Agua Maxima Pocos Artesianos Ltda;;;CONSTRUÇÃO; Manutencao de ferramentas eletricas;;BRASIL;BAHIA;Barreiras;Rua Amazonas, 38;S/N;Boa Vista;;47806-100;(77) 3611-1930 ;  ;; ;eletricajpereira@gmail.com; ; ;;;;; 10225263000152 ;
Agua Mineral Gabriela Ltda;;;CONSTRUÇÃO; Agua mineral de 20L;www.amgabriela.com.br;BRASIL;BAHIA;Ilheus;Fazenda Bom Sossego, Vilarejo do Serrado, S/N;S/N;Zona Rural;;45650-780;(73) 99833-9053 ;  ;; ;amg.ilheus@hotmail.com; ; ;;;;; 04579155000185 ;
Agua Solo Ltda;;;CONSTRUÇÃO; Perfuracao de poco artesiano;;BRASIL;BAHIA;Brumado;Fazenda Cruz, 50;S/N;Zona Rural;;46100-000;(77) 99987-7874 ; (77) 99997-8275 ;; ;aguasoloperfuracao@gmail.com; ; ;;;;; 27716640000159 ;
Aguafina Administracao e Empreendimentos Ltda;;;CONSTRUÇÃO; Servico de tratamento de agua;;BRASIL;BAHIA;Porto Seguro;Av Bahia, 938;S/N;Auto do Mundai;;45810-000;(73) 3012-1097  ; (73) 99979-5385 ;; ;aguafina@uol.com.br; ; ;;;;; 00108709000105 ;
Aguardente Carioca Ltda;;;CONSTRUÇÃO; Aguardente;;BRASIL;BAHIA;Nazare;Rua Volta do Tanque, 150;S/N;Volta do Tanque;;44400-000;(75) 3636-1470 ;  ;; ;aguardentecarioca@hotmail.com; ; ;;;;; 13796800000102 ;
Aguas do Porto Industria e Comercio de Aguas Ltda;;;CONSTRUÇÃO; Garrafa;www.aguasdoporto.ind.br;BRASIL;BAHIA;Porto Seguro;Rod BR-367 Km 35 Lote 77, S/N;S/N;Imbirussu de Dentro;;45810-000;(73) 2105-5656 ; (73) 2105-5660 ;; ;josecarlos@aguasdoporto.ind.br; ; ;;;;; 07914635000143 ;
Aguas do Vale Agroindustria Ltda;;;CONSTRUÇÃO; Polpa de fruta;;BRASIL;BAHIA;Paulo Afonso;Av Maranhao, S/N;S/N;Setor Industrial ;;48606-000;(75) 99124-8780 ; (75) 98844-8250 ;; ;vander8pa@gmail.com; ; (75) 3281-1037;;;;; 22107830000155 ;
Aguia Impressao Digital e Comunicacao Visual Ltda;;;CONSTRUÇÃO; Panfleto;;BRASIL;BAHIA;Salvador;Rua Almirante Tamandare, 30;S/N;Paripe;;40800-480;(71) 99331-2653 ;  ;; ;aguiaimpressao2012@hotmail.com; ; ;;;;; 15474790000114 ;
Aguia Impressos Ltda;;;CONSTRUÇÃO; Abada;;BRASIL;BAHIA;Nazare;Av D Pedro II, 276;S/N;Centro;;44400-000;(75) 3636-1676 ;  ;; ;aguiaimpressao@gmail.com; ; ;;;;; 02978535000167 ;
Aguiar Comercio de Alimentos Ltda;;;CONSTRUÇÃO; Farinha de trigo;;BRASIL;BAHIA;Salvador;Rua Simone Barradas, 01;S/N;Jardim Nova Esperanca;;41370-030;(71) 3393-3631 ;  ;; ;osandrinho@yahoo.com.br; ; ;;;;; 12657519000126 ;
AGX Industria e Comercio de Laticinios Ltda;;;CONSTRUÇÃO; Mussarela;;BRASIL;BAHIA;Jeremoabo;Rodovia BR-235 Km 3, S/N;S/N;Jose Nolasco;;48540-000;(75) 99885-3031 ; (75) 99838-4394 ;; ;gabriel.carneiro@agxlaticinios.com.br; ; ;;;;; 11129498000103 ;
AIA Industria e Comercio de Confeccoes Ltda;;;CONSTRUÇÃO; Camiseta promocional;;BRASIL;BAHIA;Salvador;Rua do Uruguai, 15;S/N;Mares;;40454-260;(71) 3314-2969  ; (71) 3033-6586 ;; ;rh@lembrancadabahia.com.br; ; ;;;;; 08144971000117 ;
Ailton Celestino dos Santos;;;CONSTRUÇÃO; Sorvete;;BRASIL;BAHIA;Ibicui;Rua Castro Alves, 75;S/N;Guarani;;45290-000;(73) 3272-2917 ;  ;; ;; ; ;;;;; 07154858000150 ;
Ailton da Cruz Alves de Caetite - EPP;;;CONSTRUÇÃO; Bloco ceramico 6 furos;www.ceramicasantanaba.com.br;BRASIL;BAHIA;Alagoinhas;Rod BR-101 Km 107, S/N;S/N;Limoeiro;;48010-970;(75) 3423-3000  ; (75) 3181-6330 ;; ;ailton@ceramicasantanaba.com.br; ; ;;;;; 03526791000186 ;
Ailton da Silva Santos Serralheiria - ME;;;CONSTRUÇÃO; Estrutura metalica;;BRASIL;BAHIA;Dias D Avila;Rua do Mexico, 354;S/N;Cristo Rei;;42850-000;(71) 98867-3290 ;  ;; ;assservicos@outlook.com; ; ;;;;; 14217253000126 ;
Ailton de Mattos Madeiras - ME;;;CONSTRUÇÃO; Banco;;BRASIL;BAHIA;Juazeiro;Rua Adroaldo Mattos, 13;S/N;Alto da Maravilha;;48904-580;48904-580;;; ;; ;;;;;; 14830829000126 ;
Ailton dos Santos Dias Panificadora - ME;;;CONSTRUÇÃO; Biscoito;;BRASIL;BAHIA;Feira de Santana;Rua A, 02;S/N;Feira VII;;44091-552;(75) 98107-9033 ;  ;; ;fiscal@pollocontabil.com.br; ; ;;;;; 07615741000126 ;
Ailton Matos Barreto;;;CONSTRUÇÃO; Torta;;BRASIL;BAHIA;Salvador;Rua da Matriz, 511;S/N;Valeria;;41300-600;(71) 3301-8833 ;  ;; ;ailton.barreto.panbarreto@gmail.com; ; ;;;;; 02965946000118 ;
Air Control Instalacao e Manutencao Ltda;;;CONSTRUÇÃO; Instalacao e manutencao de sistema de ar condicionado central;www.aircontrol.com.br;BRASIL;BAHIA;Salvador;Rua Goncalo Coelho, 75;S/N;Pituacu;;41250-120;(71) 3232-4776 ; (71) 3565-5810 ;; ;aircontrol@aircontrol.com.br; ; ;;;;; 13996004000113 ;
Air Liquide Brasil Ltda;;;CONSTRUÇÃO; Gas especial;www.airliquide.com.br;BRASIL;BAHIA;Simoes Filho;Via de Penetracao I, 890;S/N;CIA;;43700-000;(71) 3296-8250 ; (71) 3296-8279 ;; ;rosane.costa@airliquide.com; ; ;;;;; 00331788002162 ;
Air Liquide Brasil Ltda;;;CONSTRUÇÃO; Nitrogenio medicinal;www.airliquide.com.br;BRASIL;BAHIA;Candeias;Estrada Matoim, Rotula 3, S/N;S/N;Distrito Industrial;;43813-000;(71) 3191-1991 ;  ;; ;cristiana.silva@airliquide.com; ; ;;;;; 00331788002081 ;
Air Pac Comercio e Aluguel de Equips Industriais e Servicos Ltda;;;CONSTRUÇÃO; Manutencao e reparacao de maquina industrial;;BRASIL;BAHIA;Salvador;Rua Valeria, 04;S/N;Valeria;;41301-550;(71) 3246-5815 ; (71) 3215-9240 ;; ;adm@airpac.com.br; ; (71) 98880-3479;;;;; 11801379000155 ;
Air Prime Equipamentos de Seguranca Ltda;;;CONSTRUÇÃO; Manutencao e locacao de equipamento;www.airprimeba.com.br;BRASIL;BAHIA;Camacari;Rua do Ferreira, S/N;S/N;Jardim Limoeiro;;42802-580;(71) 3627-8301 ; (71) 3627-5869 ;; ;contato@airprimeba.com.br; ; ;;;;; 09198683000108 ;
Air Tecnica Com de Equip Industriais e Serv em Compressoras Ltda;;;CONSTRUÇÃO; Manutencao e reparacao de maquina industrial;;BRASIL;BAHIA;Salvador;Rua Celika Nogueira, 32;S/N;Aguas Claras;;41310-200;(71) 3246-5815 ; (71) 3215-9240 ;; ;orcamento@airpac.com.br; ; (71) 98880-3479;;;;; 07651472000153 ;
Airton Ferrari Servicos Industriais;;;CONSTRUÇÃO; Maquinas industriais em geral;;BRASIL;BAHIA;Itapetinga;Av Julio Jose Rodrigues, 1871-B;S/N;Vila Isabel;;45700-000;(77) 98877-8326 ;  ;; ;ferrariindustrial@gmail.com; ; ;;;;; 26034526000186 ;
AJ Caldeiraria Especializada Ltda;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Araci;Av Rui Barbosa, S/N;S/N;Centro;;48760-000;(75) 99911-7586 ;  ;; ;antonivalce@hotmail.com; ; ;;;;; 17733519000181 ;
AJ Construtora Ltda;;;CONSTRUÇÃO; Pavimentacao;;BRASIL;BAHIA;Salvador;Rua Mario Bestetti, 12;S/N;Pituacu;;41741-190;(71) 3331-4848 ; (71) 99942-5118 ;; ;ajconstrutoraltda@hotmail.com; ; (71) 3261-1286;;;;; 04433789000125 ;
AJ Montagem Industrial Ltda;;;CONSTRUÇÃO; Montagem de estrutura metalica;;BRASIL;BAHIA;Cachoeira;Povoado do Tibiri, S/N;S/N;Zona Rural;;44300-000;(71) 99159-9148 ; (71) 98646-9448 ;; ;ajmontagemindustrial@gmail.com; ; ;;;;; 26674568000181 ;
AJA Britagem Ltda;;;CONSTRUÇÃO; Brita;;BRASIL;BAHIA;Conceicao do Coite;Rodovia BA-120, Coite a Santa Rosa, S/N;S/N;Povoado de Santa Rosa;;48730-000;(75) 3262-9007 ;  ;; ;ajabritagem@yahoo.com.br; ; ;;;;; 13976425000182 ;
Ajad Usinagens Especializadas Ltda;;;CONSTRUÇÃO; Caldeiraria;;BRASIL;BAHIA;Salvador;Rua da Assembleia da Ceasa, 22;S/N;Ceasa;;41402-260;(71) 3301-6580 ;  ;; ;ajadusinagens@bol.com.br; ; ;;;;; 34376079000171 ;
Akzo Nobel Pulp and Performance Quimica Bahia Ltda;;;CONSTRUÇÃO; Clorato de sodio;www.akzonobel.com/eka;BRASIL;BAHIA;Eunapolis;Rod BA 275 Km 24 Lote 10, S/N;S/N;Zona Rural;;45820-970;(73) 3166-1100  ; (73) 3166-1105 ;; ;rafaelconceicao.tds@akzonobel.com; ; (11) 2109-1171;;;;; 05869996000190 ;
AL Panificadora e Delicatessen Ltda;;;CONSTRUÇÃO; Biscoito;;BRASIL;BAHIA;Salvador;Rua Marques de Marica, 189;S/N;Pau Miudo;;40310-000;(71) 3380-3163 ;  ;; ;heltondamasceno@hotmail.com; ; ;;;;; 20736979000178 ;
AL Terraplanagem Eireli - EPP;;;CONSTRUÇÃO; Terraplenagem;;BRASIL;BAHIA;Salvador;Av Jorge Amado, 560;S/N;Imbui;;41720-040;(71) 3362-4433 ;  ;; ;alterraplanagem@gmail.com; ; ;;;;; 13494593000131 ;
Alaide Alves dos Santos;;;CONSTRUÇÃO; Roupa profissional;www.primiciasconfeccoes.com.br;BRASIL;BAHIA;Salvador;Rua Lourival Costa, 572;S/N;Aguas Claras;;41311-263;(71) 3395-3015  ; (71) 3246-5658 ;; ;primiciasconfec@uol.com.br; ; ;;;;; 03177123000190 ;
Alan Nascimento Costa;;;CONSTRUÇÃO; Cafe torrado e moido;;BRASIL;BAHIA;Vitoria da Conquista;Rua F (Distrito Ind Imbores), S/N;S/N;Lagoa das Flores;;45007-090;(77) 98839-8853 ;  ;; ;cafe3irmas@hotmail.com; ; ;;;;; 14332102000119 ;
Alan Pedro Ramos Vasconcelos - ME;;;CONSTRUÇÃO; Instalacao e manutencao de ar condicionado;;BRASIL;BAHIA;Valenca;Rua Marcondes Filho, 217;S/N;Sao Felix;;45400-000;(75) 98865-4339 ;  ;; ;alantec_@outlook.com; ; ;;;;; 18644768000163 ;
ALB Industria e Comercio de Panificacao Ltda;;;CONSTRUÇÃO; Bolo;;BRASIL;BAHIA;Salvador;Praca Marconi, 280;S/N;Pituba;;41810-225;(71) 3248-2011 ; (71) 98867-6473 ;; ;marcos.dias.g@gmail.com; ; ;;;;; 24263091000116 ;
Alba Haun - MEI;;;CONSTRUÇÃO; Bolo;;BRASIL;BAHIA;Itapetinga;Rua Humberto de Campos, 565;S/N;Sao Francisco de Assis;;45700-000;(77) 98103-3802 ; (77) 3261-5190 ;; ;albahaun@hotmail.com; ; ;;;;; 15527034000106 ;
Albatroz Industria do Vestuario Ltda;;;CONSTRUÇÃO; Camisa;;BRASIL;BAHIA;Alagoinhas;Rua Jose Joaquim Leal, 462;S/N;Praca Kennedy;;48020-510;(75) 3421-1519 ;  ;; ;albavest@hotmail.com; ; ;;;;; 00254880000122 ;
Alberto Luis Teixeira Bomfim;;;CONSTRUÇÃO; Instalacao e manutencao de aparelhos de refrigeracao;;BRASIL;BAHIA;Caetite;Rua Prof Helena Lima Santos, 556-A;S/N;Centro;;46400-000;(77) 99922-0646 ;  ;; ;tecbahia@hotmail.com; ; ;;;;; 19130610000138 ;
Alberto Santos Industria e Comercio Ltda;;;CONSTRUÇÃO; Bloco;;BRASIL;BAHIA;Ibitita;Via Ibitita/Pedra Lisa, S/N;S/N;Zona Rural;;44960-000;(74) 3641-2164 ; (74) 3652-1413 ;; ;blocosalmeida@hotmail.com; ; ;;;;; 04485866000190 ;
Alberto Santos Industria e Comercio Ltda;;;CONSTRUÇÃO; Bloco ceramico;;BRASIL;BAHIA;Irece;Rua Nosso Senhor, 54;S/N;Ginasio de Esportes;;44900-000;(74) 3641-2164 ;  ;; ;blocosalmeida@hotmail.com; ; ;;;;; 04485866000271 ;
ALBJ Construtora Ltda;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Itapicuru;Rua Francisco Ferreira Linhares, S/N;S/N;Centro;;48475-000;(71) 99640-9264 ;  ;; ;premoldadosdoisirmaos@hotmail.com; ; ;;;;; 14413052000102 ;
Alcantara & Marques Construtora Ltda;;;CONSTRUÇÃO; Subestacoes;;BRASIL;BAHIA;Barreiras;Rua 1 de Abril, 271;S/N;Ouro Branco;;47802-291;(77) 99837-3765 ;  ;; ;fenixconstrutora2017@hotmail.com; ; ;;;;; 23827856000130 ;
Alcar Aluminio Imperial Ltda;;;CONSTRUÇÃO; Balde;www.aluminioalcar.com.br;BRASIL;BAHIA;Feira de Santana;Rua Monteiro, 28;S/N;Pampalona;;44031-445;(75) 3614-9033 ;  ;; ;aluminioalcar@gmail.com; ; ;;;;; 07227231000181 ;
Alcatec Produtos Sinteticos Ltda;;;CONSTRUÇÃO; Fio de rafia de polipropileno;;BRASIL;BAHIA;Terra Nova;Rua Dr Flavio Godofredo Pacheco Pereira, S/N;S/N;Caipe;;44270-000;(75) 3238-9091 ; (41) 3372-1100 ;; ;marcel@alcatec.ind.br; ; ;;;;; 05236060000121 ;
Alcobaca Placas Automotivas Ltda;;;CONSTRUÇÃO; Placa automotiva;;BRASIL;BAHIA;Alcobaca;Av Sete de Setembro, 1460;S/N;Centro;;45910-000;(73) 3293-1992 ;  ;; ;alcobacaplacas@hotmail.com; ; ;;;;; 19670441000129 ;
Alda dos Santos Correia - ME;;;CONSTRUÇÃO; Cortina;;BRASIL;BAHIA;Salvador;Rua Jose Edvaldo Galvao, 00;S/N;Santa Monica;;40342-650;(71) 3388-8184 ;  ;; ;aldacorreia@bol.com.br; ; ;;;;; 42039164000172 ;
Aldir Ladeia Silveira Xavier - EPP;;;CONSTRUÇÃO; Algodao em pluma;www.grupoourobranco.com.br;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rod BR-242 Km 14, S/N;S/N;Zona Rural;;47850-000;(77) 3451-2472 ; (77) 98802-4111 ;; ;guanacotton@grupoourobranco.com.br; ; ;;;;; 20462013000190 ;
Aldo Mendes Galvao - ME;;;CONSTRUÇÃO; Polpa de fruta;;BRASIL;BAHIA;Santa Luzia;Fazenda Palmares, S/N;S/N;Zona da Agua Fria;;45865-000;(73) 99971-5964 ;  ;; ;nutrypolpas@gmail.com; ; ;;;;; 09096776000121 ;
Aldriani Pisani;;;CONSTRUÇÃO; Adesivo;www.gira7.com.br;BRASIL;BAHIA;Salvador;Rua Tenente Gustavo dos Santos, 40;S/N;Boca do Rio;;41706-860;(71) 3019-1513 ;  ;; ;contato@gira7.com.br; ; ;;;;; 28425663000177 ;
Aleand Placas Ltda;;;CONSTRUÇÃO; Placa para veiculo;;BRASIL;BAHIA;Mutuipe;Rua Dr Xavier da Costa, 140;S/N;Centro;;45480-000;(71) 3396-1528 ;  ;; ;alex@aleand.com.br; ; ;;;;; 09137724000237 ;
Alegria Empreendimentos Imobiliarios - Soc de Proposito Especifico-SPE LTDA;;;CONSTRUÇÃO; Areia;www.lmarquezzo.com.br;BRASIL;BAHIA;Feira de Santana;Av Maria Quiteria, 524;S/N;Brasilia;;44088-000;(75) 3322-9999 ;  ;; ;fiscal@lmarquezzo.com.br; ; ;;;;; 11139667000196 ;
Alessandro Pedreira Cattai - EPP;;;CONSTRUÇÃO; Laje;;BRASIL;BAHIA;Canavieiras;Rua Austerlino Passos, 40;S/N;Antonio Ozorio;;45860-000;(73) 99983-8455 ; (73) 3284-3868 ;; ;hidraluzpremoldados@gmail.com; ; ;;;;; 04071644000121 ;
Alex Andrade de Oliveira - ME;;;CONSTRUÇÃO; Bolsa;www.varazsa.com.br;BRASIL;BAHIA;Itabuna;1a Trv Jose Soares Pinheiro,  620;S/N;Centro;;45600-240;(73) 3041-3447 ;  ;; ;sac@varazsa.com.br; ; ;;;;; 00914935000183 ;
